Fecha;Cobros;Pagos_Operativos;Pagos_Programados;Flujo_Caja;Saldo_Bancario
2021-10-17;2.948,26 €;15.502,56 €;0,00 €;-12.554,31 €;3.987.924,58 €
2021-10-18;2.874,01 €;15.077,55 €;0,00 €;-12.203,54 €;3.975.721,04 €
2021-10-19;3.076,28 €;15.721,54 €;0,00 €;-12.645,26 €;3.963.075,78 €
2021-10-20;3.735,75 €;15.761,59 €;400.000,00 €;-412.025,85 €;3.551.049,93 €
2021-10-21;1.716,67 €;15.904,51 €;0,00 €;-14.187,84 €;3.536.862,09 €
2021-10-22;2.881,57 €;14.439,89 €;0,00 €;-11.558,31 €;3.525.303,78 €
2021-10-23;3.088,26 €;18.181,72 €;0,00 €;-15.093,46 €;3.510.210,32 €
2021-10-24;3.148,00 €;15.351,65 €;0,00 €;-12.203,65 €;3.498.006,67 €
2021-10-25;2.814,04 €;12.206,27 €;0,00 €;-9.392,23 €;3.488.614,44 €
2021-10-26;2.121,64 €;13.496,44 €;0,00 €;-11.374,80 €;3.477.239,65 €
2021-10-27;3.164,00 €;12.389,25 €;0,00 €;-9.225,25 €;3.468.014,40 €
2021-10-28;3.863,68 €;15.026,00 €;350.000,00 €;-361.162,33 €;3.106.852,07 €
2021-10-29;2.233,07 €;14.817,29 €;0,00 €;-12.584,22 €;3.094.267,85 €
2021-10-30;3.431,91 €;14.297,36 €;0,00 €;-10.865,45 €;3.083.402,40 €
2021-10-31;2.835,74 €;18.016,39 €;0,00 €;-15.180,65 €;3.068.221,75 €
2021-11-01;446.933,78 €;15.823,47 €;0,00 €;431.110,31 €;3.499.332,06 €
2021-11-02;397.355,07 €;16.089,15 €;0,00 €;381.265,93 €;3.880.597,98 €
2021-11-03;433.277,19 €;13.603,39 €;0,00 €;419.673,80 €;4.300.271,79 €
2021-11-04;515.002,23 €;13.501,28 €;0,00 €;501.500,95 €;4.801.772,73 €
2021-11-05;479.132,76 €;15.055,21 €;1.200.000,00 €;-735.922,45 €;4.065.850,29 €
2021-11-06;3.866,16 €;15.259,51 €;0,00 €;-11.393,35 €;4.054.456,93 €
2021-11-07;3.588,71 €;12.215,53 €;0,00 €;-8.626,83 €;4.045.830,10 €
2021-11-08;3.219,54 €;14.729,54 €;0,00 €;-11.510,00 €;4.034.320,11 €
2021-11-09;3.871,97 €;15.021,11 €;0,00 €;-11.149,14 €;4.023.170,97 €
2021-11-10;3.219,50 €;14.677,28 €;0,00 €;-11.457,78 €;4.011.713,19 €
2021-11-11;3.413,99 €;13.779,91 €;0,00 €;-10.365,92 €;4.001.347,27 €
2021-11-12;2.851,71 €;14.190,70 €;0,00 €;-11.338,98 €;3.990.008,28 €
2021-11-13;3.033,27 €;14.734,71 €;0,00 €;-11.701,44 €;3.978.306,85 €
2021-11-14;2.651,29 €;15.136,20 €;0,00 €;-12.484,91 €;3.965.821,93 €
2021-11-15;3.494,79 €;15.907,19 €;0,00 €;-12.412,40 €;3.953.409,54 €
2021-11-16;2.410,85 €;16.621,28 €;0,00 €;-14.210,44 €;3.939.199,10 €
2021-11-17;3.391,18 €;14.558,48 €;0,00 €;-11.167,30 €;3.928.031,80 €
2021-11-18;2.904,67 €;14.315,77 €;0,00 €;-11.411,09 €;3.916.620,71 €
2021-11-19;3.585,62 €;15.656,48 €;0,00 €;-12.070,86 €;3.904.549,85 €
2021-11-20;3.375,43 €;15.916,27 €;0,00 €;-12.540,83 €;3.892.009,02 €
2021-11-21;3.910,32 €;14.348,70 €;0,00 €;-10.438,38 €;3.881.570,64 €
2021-11-22;3.365,39 €;16.185,59 €;0,00 €;-12.820,20 €;3.868.750,44 €
2021-11-23;2.213,98 €;16.469,38 €;0,00 €;-14.255,40 €;3.854.495,04 €
2021-11-24;2.966,52 €;16.937,53 €;0,00 €;-13.971,01 €;3.840.524,03 €
2021-11-25;2.414,00 €;17.667,48 €;0,00 €;-15.253,48 €;3.825.270,55 €
2021-11-26;2.740,86 €;13.700,38 €;0,00 €;-10.959,52 €;3.814.311,03 €
2021-11-27;3.755,61 €;15.020,85 €;0,00 €;-11.265,23 €;3.803.045,80 €
2021-11-28;3.318,77 €;15.016,92 €;350.000,00 €;-361.698,15 €;3.441.347,65 €
2021-11-29;2.650,53 €;14.852,89 €;0,00 €;-12.202,35 €;3.429.145,29 €
2021-11-30;2.493,14 €;14.026,11 €;0,00 €;-11.532,96 €;3.417.612,33 €
2021-12-01;451.639,10 €;12.771,66 €;0,00 €;438.867,45 €;3.856.479,78 €
2021-12-02;389.171,99 €;15.139,02 €;0,00 €;374.032,97 €;4.230.512,75 €
2021-12-03;416.442,99 €;13.847,47 €;0,00 €;402.595,52 €;4.633.108,27 €
2021-12-04;465.600,47 €;15.128,99 €;0,00 €;450.471,48 €;5.083.579,75 €
2021-12-05;507.765,60 €;13.808,93 €;1.200.000,00 €;-706.043,33 €;4.377.536,42 €
2021-12-06;3.304,38 €;13.350,51 €;0,00 €;-10.046,13 €;4.367.490,29 €
2021-12-07;1.854,36 €;15.351,45 €;0,00 €;-13.497,09 €;4.353.993,20 €
2021-12-08;3.152,18 €;15.226,38 €;0,00 €;-12.074,20 €;4.341.919,00 €
2021-12-09;3.036,02 €;15.868,92 €;0,00 €;-12.832,91 €;4.329.086,09 €
2021-12-10;3.206,95 €;18.278,80 €;0,00 €;-15.071,85 €;4.314.014,24 €
2021-12-11;3.808,10 €;15.415,93 €;0,00 €;-11.607,83 €;4.302.406,41 €
2021-12-12;1.968,38 €;15.727,62 €;0,00 €;-13.759,24 €;4.288.647,17 €
2021-12-13;2.704,45 €;13.383,66 €;0,00 €;-10.679,21 €;4.277.967,96 €
2021-12-14;3.295,45 €;13.069,64 €;0,00 €;-9.774,19 €;4.268.193,77 €
2021-12-15;2.209,20 €;17.374,24 €;0,00 €;-15.165,04 €;4.253.028,73 €
2021-12-16;3.737,97 €;13.614,78 €;0,00 €;-9.876,81 €;4.243.151,93 €
2021-12-17;3.184,18 €;13.434,08 €;0,00 €;-10.249,91 €;4.232.902,02 €
2021-12-18;3.423,29 €;14.941,35 €;0,00 €;-11.518,06 €;4.221.383,96 €
2021-12-19;2.714,53 €;14.864,71 €;0,00 €;-12.150,18 €;4.209.233,78 €
2021-12-20;3.406,88 €;13.646,24 €;0,00 €;-10.239,36 €;4.198.994,42 €
2021-12-21;3.534,24 €;14.542,54 €;0,00 €;-11.008,30 €;4.187.986,12 €
2021-12-22;3.116,44 €;16.844,06 €;0,00 €;-13.727,62 €;4.174.258,49 €
2021-12-23;3.117,20 €;13.791,01 €;0,00 €;-10.673,81 €;4.163.584,68 €
2021-12-24;3.135,17 €;12.909,49 €;0,00 €;-9.774,32 €;4.153.810,36 €
2021-12-25;2.568,33 €;16.413,89 €;0,00 €;-13.845,56 €;4.139.964,80 €
2021-12-26;2.926,24 €;15.738,45 €;0,00 €;-12.812,21 €;4.127.152,59 €
2021-12-27;2.923,74 €;14.069,22 €;0,00 €;-11.145,48 €;4.116.007,11 €
2021-12-28;3.191,70 €;12.626,75 €;350.000,00 €;-359.435,05 €;3.756.572,05 €
2021-12-29;3.499,91 €;13.883,06 €;0,00 €;-10.383,15 €;3.746.188,90 €
2021-12-30;2.470,73 €;14.917,94 €;0,00 €;-12.447,21 €;3.733.741,69 €
2021-12-31;2.937,50 €;16.748,51 €;0,00 €;-13.811,01 €;3.719.930,68 €
2022-01-01;532.172,78 €;13.625,13 €;0,00 €;518.547,65 €;4.238.478,33 €
2022-01-02;420.920,59 €;15.053,22 €;0,00 €;405.867,37 €;4.644.345,70 €
2022-01-03;416.987,50 €;16.192,72 €;0,00 €;400.794,78 €;5.045.140,48 €
2022-01-04;468.215,31 €;11.608,10 €;0,00 €;456.607,21 €;5.501.747,69 €
2022-01-05;500.319,26 €;16.730,68 €;1.200.000,00 €;-716.411,42 €;4.785.336,27 €
2022-01-06;3.059,71 €;13.406,32 €;0,00 €;-10.346,61 €;4.774.989,66 €
2022-01-07;3.718,48 €;15.677,99 €;0,00 €;-11.959,51 €;4.763.030,14 €
2022-01-08;3.482,40 €;15.550,02 €;0,00 €;-12.067,63 €;4.750.962,52 €
2022-01-09;3.474,91 €;16.806,88 €;0,00 €;-13.331,97 €;4.737.630,55 €
2022-01-10;3.331,06 €;16.006,39 €;0,00 €;-12.675,33 €;4.724.955,22 €
2022-01-11;4.217,83 €;11.614,06 €;0,00 €;-7.396,24 €;4.717.558,98 €
2022-01-12;2.951,42 €;14.002,83 €;0,00 €;-11.051,41 €;4.706.507,57 €
2022-01-13;2.052,24 €;15.387,31 €;0,00 €;-13.335,07 €;4.693.172,50 €
2022-01-14;3.856,13 €;14.887,53 €;0,00 €;-11.031,40 €;4.682.141,10 €
2022-01-15;2.825,15 €;15.896,42 €;0,00 €;-13.071,27 €;4.669.069,83 €
2022-01-16;3.107,94 €;16.364,05 €;0,00 €;-13.256,11 €;4.655.813,72 €
2022-01-17;3.708,78 €;16.092,68 €;0,00 €;-12.383,90 €;4.643.429,82 €
2022-01-18;2.252,87 €;14.858,59 €;0,00 €;-12.605,72 €;4.630.824,10 €
2022-01-19;2.428,18 €;12.410,49 €;0,00 €;-9.982,32 €;4.620.841,78 €
2022-01-20;2.253,36 €;14.496,78 €;400.000,00 €;-412.243,42 €;4.208.598,37 €
2022-01-21;2.656,93 €;15.804,55 €;0,00 €;-13.147,62 €;4.195.450,75 €
2022-01-22;3.273,82 €;13.544,33 €;0,00 €;-10.270,51 €;4.185.180,24 €
2022-01-23;3.316,09 €;16.126,91 €;0,00 €;-12.810,82 €;4.172.369,42 €
2022-01-24;3.192,14 €;16.542,59 €;0,00 €;-13.350,45 €;4.159.018,97 €
2022-01-25;2.347,62 €;15.370,30 €;0,00 €;-13.022,68 €;4.145.996,28 €
2022-01-26;1.898,95 €;10.584,33 €;0,00 €;-8.685,38 €;4.137.310,90 €
2022-01-27;3.081,18 €;13.262,87 €;0,00 €;-10.181,69 €;4.127.129,21 €
2022-01-28;2.818,11 €;18.009,28 €;350.000,00 €;-365.191,17 €;3.761.938,04 €
2022-01-29;3.283,69 €;14.360,19 €;0,00 €;-11.076,50 €;3.750.861,54 €
2022-01-30;3.404,98 €;12.203,79 €;0,00 €;-8.798,81 €;3.742.062,73 €
2022-01-31;3.123,12 €;17.032,87 €;0,00 €;-13.909,75 €;3.728.152,98 €
2022-02-01;496.106,65 €;15.200,03 €;0,00 €;480.906,62 €;4.209.059,60 €
2022-02-02;469.560,57 €;16.837,41 €;0,00 €;452.723,16 €;4.661.782,76 €
2022-02-03;484.603,24 €;15.595,44 €;0,00 €;469.007,80 €;5.130.790,55 €
2022-02-04;422.866,34 €;15.867,84 €;0,00 €;406.998,50 €;5.537.789,05 €
2022-02-05;449.119,43 €;15.724,51 €;1.200.000,00 €;-766.605,08 €;4.771.183,97 €
2022-02-06;3.152,39 €;16.226,23 €;0,00 €;-13.073,84 €;4.758.110,12 €
2022-02-07;3.464,26 €;18.596,15 €;0,00 €;-15.131,88 €;4.742.978,24 €
2022-02-08;2.857,13 €;16.636,51 €;0,00 €;-13.779,38 €;4.729.198,86 €
2022-02-09;3.314,58 €;12.809,49 €;0,00 €;-9.494,91 €;4.719.703,95 €
2022-02-10;2.921,08 €;15.849,99 €;0,00 €;-12.928,91 €;4.706.775,04 €
2022-02-11;2.995,23 €;16.892,22 €;0,00 €;-13.896,99 €;4.692.878,05 €
2022-02-12;3.468,76 €;16.984,05 €;0,00 €;-13.515,29 €;4.679.362,76 €
2022-02-13;2.057,47 €;14.540,09 €;0,00 €;-12.482,62 €;4.666.880,14 €
2022-02-14;2.405,76 €;16.927,42 €;0,00 €;-14.521,65 €;4.652.358,48 €
2022-02-15;2.312,91 €;16.571,61 €;0,00 €;-14.258,71 €;4.638.099,78 €
2022-02-16;1.887,19 €;19.038,78 €;0,00 €;-17.151,58 €;4.620.948,19 €
2022-02-17;2.714,87 €;14.055,00 €;0,00 €;-11.340,13 €;4.609.608,06 €
2022-02-18;3.428,72 €;14.418,90 €;0,00 €;-10.990,18 €;4.598.617,88 €
2022-02-19;2.911,56 €;14.720,82 €;0,00 €;-11.809,26 €;4.586.808,62 €
2022-02-20;3.152,90 €;14.444,67 €;0,00 €;-11.291,77 €;4.575.516,85 €
2022-02-21;3.598,61 €;13.844,97 €;0,00 €;-10.246,36 €;4.565.270,49 €
2022-02-22;3.717,84 €;11.035,99 €;0,00 €;-7.318,14 €;4.557.952,34 €
2022-02-23;3.019,43 €;14.527,95 €;0,00 €;-11.508,52 €;4.546.443,82 €
2022-02-24;3.730,79 €;15.734,04 €;0,00 €;-12.003,24 €;4.534.440,58 €
2022-02-25;3.100,06 €;14.440,17 €;0,00 €;-11.340,10 €;4.523.100,47 €
2022-02-26;2.635,30 €;18.083,07 €;0,00 €;-15.447,77 €;4.507.652,70 €
2022-02-27;2.756,80 €;15.200,06 €;0,00 €;-12.443,26 €;4.495.209,44 €
2022-02-28;2.313,73 €;17.116,54 €;350.000,00 €;-364.802,81 €;4.130.406,63 €
2022-03-01;413.693,31 €;15.572,13 €;0,00 €;398.121,18 €;4.528.527,80 €
2022-03-02;440.199,17 €;16.419,61 €;0,00 €;423.779,55 €;4.952.307,36 €
2022-03-03;498.279,25 €;15.598,86 €;0,00 €;482.680,39 €;5.434.987,75 €
2022-03-04;544.138,49 €;17.233,18 €;0,00 €;526.905,31 €;5.961.893,06 €
2022-03-05;388.990,92 €;15.263,91 €;1.200.000,00 €;-826.272,98 €;5.135.620,08 €
2022-03-06;3.250,41 €;15.924,18 €;0,00 €;-12.673,77 €;5.122.946,31 €
2022-03-07;2.533,73 €;15.729,50 €;0,00 €;-13.195,77 €;5.109.750,54 €
2022-03-08;3.291,35 €;14.747,57 €;0,00 €;-11.456,22 €;5.098.294,32 €
2022-03-09;2.988,46 €;15.787,47 €;0,00 €;-12.799,02 €;5.085.495,30 €
2022-03-10;2.138,55 €;18.531,58 €;0,00 €;-16.393,03 €;5.069.102,27 €
2022-03-11;3.518,15 €;14.774,40 €;0,00 €;-11.256,26 €;5.057.846,01 €
2022-03-12;2.751,50 €;15.809,20 €;0,00 €;-13.057,70 €;5.044.788,31 €
2022-03-13;2.787,05 €;17.066,67 €;0,00 €;-14.279,62 €;5.030.508,69 €
2022-03-14;2.519,12 €;16.890,38 €;0,00 €;-14.371,26 €;5.016.137,44 €
2022-03-15;2.726,86 €;15.197,57 €;0,00 €;-12.470,72 €;5.003.666,72 €
2022-03-16;3.267,95 €;11.604,92 €;0,00 €;-8.336,97 €;4.995.329,75 €
2022-03-17;2.959,38 €;15.955,05 €;0,00 €;-12.995,68 €;4.982.334,07 €
2022-03-18;3.218,33 €;11.850,79 €;0,00 €;-8.632,46 €;4.973.701,62 €
2022-03-19;3.234,96 €;17.384,91 €;0,00 €;-14.149,94 €;4.959.551,67 €
2022-03-20;3.714,33 €;15.434,21 €;0,00 €;-11.719,88 €;4.947.831,79 €
2022-03-21;2.882,61 €;16.679,51 €;0,00 €;-13.796,90 €;4.934.034,89 €
2022-03-22;2.315,57 €;13.826,83 €;0,00 €;-11.511,26 €;4.922.523,62 €
2022-03-23;3.587,61 €;12.851,24 €;0,00 €;-9.263,63 €;4.913.260,00 €
2022-03-24;2.888,26 €;15.571,13 €;0,00 €;-12.682,88 €;4.900.577,12 €
2022-03-25;3.611,30 €;15.129,59 €;0,00 €;-11.518,30 €;4.889.058,82 €
2022-03-26;3.245,69 €;14.442,69 €;0,00 €;-11.197,00 €;4.877.861,82 €
2022-03-27;2.988,43 €;15.306,99 €;0,00 €;-12.318,56 €;4.865.543,26 €
2022-03-28;3.228,39 €;19.331,15 €;350.000,00 €;-366.102,77 €;4.499.440,50 €
2022-03-29;4.029,51 €;16.431,79 €;0,00 €;-12.402,28 €;4.487.038,21 €
2022-03-30;4.092,49 €;16.754,25 €;0,00 €;-12.661,76 €;4.474.376,46 €
2022-03-31;3.088,69 €;16.445,91 €;0,00 €;-13.357,21 €;4.461.019,24 €
2022-04-01;466.109,53 €;17.399,19 €;0,00 €;448.710,34 €;4.909.729,58 €
2022-04-02;511.912,01 €;14.894,89 €;0,00 €;497.017,12 €;5.406.746,69 €
2022-04-03;415.816,95 €;12.097,86 €;0,00 €;403.719,09 €;5.810.465,78 €
2022-04-04;474.753,52 €;14.897,12 €;0,00 €;459.856,40 €;6.270.322,18 €
2022-04-05;456.806,86 €;16.397,60 €;1.200.000,00 €;-759.590,75 €;5.510.731,44 €
2022-04-06;3.210,95 €;13.725,30 €;0,00 €;-10.514,35 €;5.500.217,09 €
2022-04-07;2.637,32 €;14.915,45 €;0,00 €;-12.278,14 €;5.487.938,96 €
2022-04-08;2.259,22 €;14.142,35 €;0,00 €;-11.883,13 €;5.476.055,83 €
2022-04-09;2.017,51 €;17.433,04 €;0,00 €;-15.415,54 €;5.460.640,29 €
2022-04-10;2.495,31 €;16.304,19 €;0,00 €;-13.808,88 €;5.446.831,41 €
2022-04-11;2.824,66 €;16.157,31 €;0,00 €;-13.332,65 €;5.433.498,76 €
2022-04-12;2.907,40 €;16.112,40 €;0,00 €;-13.205,00 €;5.420.293,77 €
2022-04-13;4.022,62 €;15.124,13 €;0,00 €;-11.101,51 €;5.409.192,26 €
2022-04-14;3.607,00 €;15.476,33 €;0,00 €;-11.869,34 €;5.397.322,92 €
2022-04-15;2.572,95 €;13.402,22 €;0,00 €;-10.829,27 €;5.386.493,65 €
2022-04-16;3.227,85 €;11.900,34 €;0,00 €;-8.672,48 €;5.377.821,17 €
2022-04-17;2.850,46 €;15.405,12 €;0,00 €;-12.554,66 €;5.365.266,51 €
2022-04-18;2.911,82 €;15.665,99 €;0,00 €;-12.754,17 €;5.352.512,34 €
2022-04-19;3.146,66 €;16.993,90 €;0,00 €;-13.847,23 €;5.338.665,10 €
2022-04-20;3.363,59 €;17.537,00 €;400.000,00 €;-414.173,42 €;4.924.491,69 €
2022-04-21;2.884,37 €;17.535,00 €;0,00 €;-14.650,63 €;4.909.841,06 €
2022-04-22;3.585,93 €;13.682,96 €;0,00 €;-10.097,04 €;4.899.744,02 €
2022-04-23;2.483,03 €;14.651,60 €;0,00 €;-12.168,57 €;4.887.575,45 €
2022-04-24;3.057,17 €;15.900,50 €;0,00 €;-12.843,33 €;4.874.732,12 €
2022-04-25;4.352,84 €;18.977,86 €;0,00 €;-14.625,02 €;4.860.107,10 €
2022-04-26;3.165,54 €;17.400,15 €;0,00 €;-14.234,61 €;4.845.872,49 €
2022-04-27;3.770,61 €;16.859,10 €;0,00 €;-13.088,49 €;4.832.784,00 €
2022-04-28;3.099,76 €;14.598,32 €;350.000,00 €;-361.498,56 €;4.471.285,44 €
2022-04-29;3.344,39 €;13.855,20 €;0,00 €;-10.510,81 €;4.460.774,63 €
2022-04-30;3.025,61 €;16.363,36 €;0,00 €;-13.337,75 €;4.447.436,88 €
2022-05-01;449.579,62 €;13.529,01 €;0,00 €;436.050,61 €;4.883.487,49 €
2022-05-02;419.125,88 €;14.822,35 €;0,00 €;404.303,53 €;5.287.791,02 €
2022-05-03;479.615,07 €;15.007,83 €;0,00 €;464.607,23 €;5.752.398,26 €
2022-05-04;415.523,14 €;17.569,37 €;0,00 €;397.953,77 €;6.150.352,03 €
2022-05-05;491.379,26 €;14.647,95 €;1.200.000,00 €;-723.268,69 €;5.427.083,34 €
2022-05-06;3.596,64 €;11.521,13 €;0,00 €;-7.924,48 €;5.419.158,86 €
2022-05-07;3.237,27 €;15.936,67 €;0,00 €;-12.699,40 €;5.406.459,46 €
2022-05-08;2.910,88 €;14.131,47 €;0,00 €;-11.220,59 €;5.395.238,86 €
2022-05-09;3.280,98 €;15.243,95 €;0,00 €;-11.962,96 €;5.383.275,90 €
2022-05-10;2.899,66 €;15.049,94 €;0,00 €;-12.150,28 €;5.371.125,62 €
2022-05-11;3.521,77 €;14.769,44 €;0,00 €;-11.247,67 €;5.359.877,95 €
2022-05-12;2.138,30 €;16.365,51 €;0,00 €;-14.227,21 €;5.345.650,74 €
2022-05-13;2.886,20 €;12.880,70 €;0,00 €;-9.994,51 €;5.335.656,23 €
2022-05-14;2.058,59 €;14.404,48 €;0,00 €;-12.345,88 €;5.323.310,35 €
2022-05-15;2.306,47 €;16.206,06 €;0,00 €;-13.899,59 €;5.309.410,76 €
2022-05-16;3.735,93 €;14.258,87 €;0,00 €;-10.522,94 €;5.298.887,82 €
2022-05-17;3.501,59 €;12.766,79 €;0,00 €;-9.265,20 €;5.289.622,62 €
2022-05-18;2.694,26 €;16.182,83 €;0,00 €;-13.488,57 €;5.276.134,05 €
2022-05-19;2.302,75 €;16.864,64 €;0,00 €;-14.561,89 €;5.261.572,15 €
2022-05-20;1.571,74 €;15.112,51 €;0,00 €;-13.540,77 €;5.248.031,38 €
2022-05-21;2.782,25 €;12.238,73 €;0,00 €;-9.456,48 €;5.238.574,90 €
2022-05-22;4.264,21 €;16.238,95 €;0,00 €;-11.974,75 €;5.226.600,15 €
2022-05-23;3.271,44 €;12.690,17 €;0,00 €;-9.418,73 €;5.217.181,43 €
2022-05-24;2.774,21 €;15.643,20 €;0,00 €;-12.868,99 €;5.204.312,44 €
2022-05-25;3.286,54 €;13.848,80 €;0,00 €;-10.562,26 €;5.193.750,18 €
2022-05-26;2.273,52 €;13.440,24 €;0,00 €;-11.166,72 €;5.182.583,46 €
2022-05-27;2.905,34 €;14.517,13 €;0,00 €;-11.611,80 €;5.170.971,66 €
2022-05-28;3.103,74 €;14.905,05 €;350.000,00 €;-361.801,31 €;4.809.170,35 €
2022-05-29;3.010,95 €;14.213,69 €;0,00 €;-11.202,74 €;4.797.967,61 €
2022-05-30;3.449,40 €;16.063,05 €;0,00 €;-12.613,65 €;4.785.353,96 €
2022-05-31;3.226,32 €;14.510,90 €;0,00 €;-11.284,57 €;4.774.069,38 €
2022-06-01;491.516,30 €;16.650,29 €;0,00 €;474.866,01 €;5.248.935,40 €
2022-06-02;423.681,39 €;15.601,76 €;0,00 €;408.079,63 €;5.657.015,02 €
2022-06-03;502.990,77 €;14.133,66 €;0,00 €;488.857,11 €;6.145.872,13 €
2022-06-04;539.546,85 €;13.881,09 €;0,00 €;525.665,76 €;6.671.537,89 €
2022-06-05;409.592,52 €;12.708,76 €;1.200.000,00 €;-803.116,23 €;5.868.421,66 €
2022-06-06;2.610,15 €;15.616,10 €;0,00 €;-13.005,95 €;5.855.415,71 €
2022-06-07;3.721,89 €;14.648,12 €;0,00 €;-10.926,23 €;5.844.489,48 €
2022-06-08;2.958,33 €;11.621,71 €;0,00 €;-8.663,38 €;5.835.826,10 €
2022-06-09;3.755,91 €;14.376,43 €;0,00 €;-10.620,52 €;5.825.205,59 €
2022-06-10;2.832,73 €;13.828,45 €;0,00 €;-10.995,72 €;5.814.209,87 €
2022-06-11;3.781,52 €;17.543,52 €;0,00 €;-13.761,99 €;5.800.447,88 €
2022-06-12;3.119,74 €;12.625,83 €;0,00 €;-9.506,09 €;5.790.941,79 €
2022-06-13;3.183,11 €;13.017,97 €;0,00 €;-9.834,86 €;5.781.106,93 €
2022-06-14;3.836,36 €;16.844,95 €;0,00 €;-13.008,60 €;5.768.098,33 €
2022-06-15;2.873,11 €;17.215,14 €;0,00 €;-14.342,03 €;5.753.756,30 €
2022-06-16;2.583,44 €;14.062,53 €;0,00 €;-11.479,09 €;5.742.277,22 €
2022-06-17;2.829,72 €;14.231,87 €;0,00 €;-11.402,15 €;5.730.875,06 €
2022-06-18;3.280,17 €;16.104,35 €;0,00 €;-12.824,19 €;5.718.050,88 €
2022-06-19;2.271,12 €;11.689,35 €;0,00 €;-9.418,23 €;5.708.632,65 €
2022-06-20;3.372,74 €;12.388,21 €;0,00 €;-9.015,47 €;5.699.617,17 €
2022-06-21;2.784,61 €;14.758,90 €;0,00 €;-11.974,29 €;5.687.642,89 €
2022-06-22;3.627,91 €;17.504,84 €;0,00 €;-13.876,93 €;5.673.765,96 €
2022-06-23;1.856,87 €;14.526,40 €;0,00 €;-12.669,54 €;5.661.096,42 €
2022-06-24;2.660,72 €;15.331,41 €;0,00 €;-12.670,69 €;5.648.425,73 €
2022-06-25;2.210,77 €;16.880,68 €;0,00 €;-14.669,92 €;5.633.755,82 €
2022-06-26;2.640,89 €;18.340,33 €;0,00 €;-15.699,44 €;5.618.056,37 €
2022-06-27;3.177,83 €;14.314,73 €;0,00 €;-11.136,89 €;5.606.919,48 €
2022-06-28;2.964,39 €;15.154,74 €;350.000,00 €;-362.190,36 €;5.244.729,12 €
2022-06-29;2.927,31 €;17.913,08 €;0,00 €;-14.985,77 €;5.229.743,35 €
2022-06-30;2.974,41 €;12.896,70 €;1.000.000,00 €;-1.009.922,29 €;4.219.821,06 €
2022-07-01;67.797,11 €;27.355,16 €;0,00 €;40.441,94 €;4.260.263,00 €
2022-07-02;86.624,64 €;23.263,37 €;0,00 €;63.361,27 €;4.323.624,27 €
2022-07-03;103.778,50 €;25.504,94 €;0,00 €;78.273,55 €;4.401.897,82 €
2022-07-04;71.471,33 €;24.814,76 €;0,00 €;46.656,57 €;4.448.554,39 €
2022-07-05;69.250,30 €;23.383,98 €;1.200.000,00 €;-1.154.133,67 €;3.294.420,72 €
2022-07-06;70.622,27 €;23.333,80 €;0,00 €;47.288,47 €;3.341.709,19 €
2022-07-07;68.541,34 €;25.852,83 €;0,00 €;42.688,52 €;3.384.397,70 €
2022-07-08;82.450,59 €;27.291,08 €;0,00 €;55.159,51 €;3.439.557,21 €
2022-07-09;95.839,06 €;25.040,53 €;0,00 €;70.798,53 €;3.510.355,74 €
2022-07-10;93.639,17 €;25.440,23 €;0,00 €;68.198,94 €;3.578.554,68 €
2022-07-11;60.141,78 €;26.442,35 €;0,00 €;33.699,43 €;3.612.254,11 €
2022-07-12;57.911,90 €;23.356,76 €;0,00 €;34.555,14 €;3.646.809,25 €
2022-07-13;56.214,23 €;26.779,39 €;0,00 €;29.434,84 €;3.676.244,09 €
2022-07-14;59.059,62 €;26.938,69 €;0,00 €;32.120,94 €;3.708.365,03 €
2022-07-15;65.604,56 €;30.507,25 €;0,00 €;35.097,30 €;3.743.462,33 €
2022-07-16;100.052,95 €;24.547,79 €;0,00 €;75.505,16 €;3.818.967,49 €
2022-07-17;97.221,42 €;24.383,84 €;0,00 €;72.837,58 €;3.891.805,07 €
2022-07-18;60.045,72 €;26.837,93 €;0,00 €;33.207,79 €;3.925.012,86 €
2022-07-19;73.371,48 €;26.938,21 €;0,00 €;46.433,27 €;3.971.446,13 €
2022-07-20;72.085,30 €;24.229,83 €;400.000,00 €;-352.144,52 €;3.619.301,60 €
2022-07-21;64.892,81 €;24.493,67 €;0,00 €;40.399,14 €;3.659.700,74 €
2022-07-22;60.946,67 €;26.382,26 €;0,00 €;34.564,41 €;3.694.265,15 €
2022-07-23;102.194,28 €;23.644,83 €;0,00 €;78.549,45 €;3.772.814,60 €
2022-07-24;98.589,74 €;24.478,93 €;0,00 €;74.110,80 €;3.846.925,40 €
2022-07-25;54.584,98 €;25.479,19 €;0,00 €;29.105,80 €;3.876.031,20 €
2022-07-26;65.626,16 €;27.291,88 €;0,00 €;38.334,28 €;3.914.365,48 €
2022-07-27;68.266,29 €;24.090,80 €;0,00 €;44.175,48 €;3.958.540,96 €
2022-07-28;58.972,44 €;21.615,23 €;350.000,00 €;-312.642,79 €;3.645.898,17 €
2022-07-29;67.688,75 €;21.466,81 €;0,00 €;46.221,94 €;3.692.120,12 €
2022-07-30;82.161,78 €;22.781,17 €;0,00 €;59.380,60 €;3.751.500,72 €
2022-07-31;110.071,86 €;22.673,66 €;0,00 €;87.398,20 €;3.838.898,91 €
2022-08-01;76.153,60 €;24.990,78 €;0,00 €;51.162,82 €;3.890.061,74 €
2022-08-02;64.149,86 €;22.922,24 €;0,00 €;41.227,62 €;3.931.289,36 €
