Fecha,Ingresos,Gastos,CashFlow,Saldo_Bancario
2025-04-28,3101.73,364845.17,-361743.44,4407120.25
2025-04-29,2621.82,15398.04,-12776.22,4394344.03
2025-04-30,2288.87,14125.86,-11836.99,4382507.05
2025-05-01,417671.36,11341.77,406329.58,4788836.63
2025-05-02,395922.6,14798.58,381124.02,5169960.65
2025-05-03,534357.08,17134.12,517222.96,5687183.6
2025-05-04,494081.99,16389.32,477692.66,6164876.27
2025-05-05,449601.37,1216448.1,-766846.73,5398029.54
2025-05-06,3739.97,16854.2,-13114.22,5384915.32
2025-05-07,3038.68,15132.99,-12094.3,5372821.01
2025-05-08,2569.36,15295.97,-12726.62,5360094.4
2025-05-09,3761.56,14073.52,-10311.96,5349782.44
2025-05-10,3269.46,14525.89,-11256.44,5338526.0
2025-05-11,2481.38,15923.66,-13442.28,5325083.72
2025-05-12,2904.83,16805.83,-13901.0,5311182.73
2025-05-13,2562.19,14790.83,-12228.64,5298954.09
2025-05-14,2308.6,14324.72,-12016.12,5286937.97
2025-05-15,3463.09,15000.79,-11537.7,5275400.27
2025-05-16,3954.71,15901.81,-11947.1,5263453.17
2025-05-17,2300.72,12834.22,-10533.5,5252919.67
2025-05-18,3281.48,11555.73,-8274.24,5244645.42
2025-05-19,2674.68,14174.19,-11499.52,5233145.91
2025-05-20,2756.44,13168.93,-10412.49,5222733.41
2025-05-21,2703.8,14237.79,-11533.99,5211199.42
2025-05-22,2568.0,14778.33,-12210.32,5198989.1
2025-05-23,3024.26,14320.13,-11295.87,5187693.23
2025-05-24,2584.52,17178.7,-14594.18,5173099.06
2025-05-25,3135.23,15490.12,-12354.89,5160744.17
2025-05-26,2974.88,15450.71,-12475.83,5148268.34
2025-05-27,2880.53,15933.31,-13052.78,5135215.55
2025-05-28,2546.22,363291.75,-360745.53,4774470.02
2025-05-29,2711.61,16558.67,-13847.05,4760622.97
2025-05-30,3377.7,14886.35,-11508.66,4749114.31
2025-05-31,3250.46,16005.72,-12755.26,4736359.05
2025-06-01,401122.24,13392.21,387730.02,5124089.07
2025-06-02,454966.62,12669.36,442297.25,5566386.32
2025-06-03,487569.36,16226.83,471342.52,6037728.85
2025-06-04,366529.74,15564.61,350965.12,6388693.97
2025-06-05,477168.01,1213646.92,-736478.91,5652215.05
2025-06-06,2668.69,13695.51,-11026.82,5641188.24
2025-06-07,3285.3,16688.15,-13402.85,5627785.38
2025-06-08,2618.37,13215.88,-10597.51,5617187.87
2025-06-09,2097.56,17464.01,-15366.45,5601821.42
2025-06-10,2186.23,13649.07,-11462.84,5590358.58
2025-06-11,3024.04,15957.59,-12933.55,5577425.04
2025-06-12,3129.86,14507.07,-11377.21,5566047.83
2025-06-13,2547.84,15904.78,-13356.94,5552690.89
2025-06-14,3319.3,14183.83,-10864.53,5541826.35
2025-06-15,2169.24,14755.81,-12586.57,5529239.78
2025-06-16,2966.96,15061.38,-12094.42,5517145.36
2025-06-17,2394.49,13496.72,-11102.23,5506043.14
2025-06-18,2674.08,16111.24,-13437.15,5492605.98
2025-06-19,3023.7,14230.18,-11206.48,5481399.5
2025-06-20,2569.79,14657.1,-12087.31,5469312.2
2025-06-21,2807.72,13508.48,-10700.75,5458611.44
2025-06-22,3503.15,11156.5,-7653.35,5450958.09
2025-06-23,2711.55,14713.46,-12001.9,5438956.18
2025-06-24,3417.85,18618.92,-15201.08,5423755.11
2025-06-25,2435.15,16176.91,-13741.76,5410013.35
2025-06-26,3264.9,14971.11,-11706.21,5398307.14
2025-06-27,3720.78,14605.66,-10884.88,5387422.26
2025-06-28,1764.18,365033.7,-363269.52,5024152.74
2025-06-29,2601.55,15820.68,-13219.13,5010933.61
2025-06-30,3288.54,1013228.78,-1009940.24,4000993.37
2025-07-01,63375.64,24395.06,38980.58,4039973.94
2025-07-02,67969.17,24223.65,43745.52,4083719.47
2025-07-03,60168.12,25340.83,34827.29,4118546.75
2025-07-04,95865.9,25321.15,70544.75,4189091.5
2025-07-05,93443.23,1225006.09,-1131562.86,3057528.64
2025-07-06,106677.82,25873.88,80803.94,3138332.58
2025-07-07,67035.37,27381.29,39654.07,3177986.66
2025-07-08,67700.82,26899.11,40801.71,3218788.37
2025-07-09,61704.98,22030.2,39674.78,3258463.15
2025-07-10,61099.15,19892.16,41206.99,3299670.14
2025-07-11,90674.42,26868.64,63805.78,3363475.92
2025-07-12,98944.52,22266.24,76678.28,3440154.2
2025-07-13,90790.16,24550.47,66239.69,3506393.88
2025-07-14,67318.2,22659.77,44658.42,3551052.31
2025-07-15,81603.21,21396.04,60207.17,3611259.48
2025-07-16,71969.0,26082.93,45886.07,3657145.55
2025-07-17,62391.81,26518.31,35873.5,3693019.05
2025-07-18,107012.14,23846.98,83165.16,3776184.21
2025-07-19,90919.25,19817.92,71101.33,3847285.54
2025-07-20,74618.75,423907.51,-349288.76,3497996.78
2025-07-21,56935.31,25783.61,31151.7,3529148.49
2025-07-22,50033.66,22042.18,27991.49,3557139.97
2025-07-23,62187.89,25366.72,36821.17,3593961.15
2025-07-24,65147.35,24969.38,40177.97,3634139.11
2025-07-25,111764.37,26158.58,85605.79,3719744.9
2025-07-26,98269.27,25239.16,73030.11,3792775.02
2025-07-27,92808.99,23053.86,69755.13,3862530.15
2025-07-28,71635.24,377393.14,-305757.9,3556772.25
2025-07-29,47310.92,24682.94,22627.98,3579400.23
2025-07-30,66884.92,24945.39,41939.53,3621339.75
2025-07-31,71166.92,23133.46,48033.46,3669373.21
2025-08-01,80214.14,24113.44,56100.7,3725473.91
2025-08-02,106437.54,23230.39,83207.15,3808681.06
2025-08-03,98384.96,24654.11,73730.86,3882411.91
2025-08-04,61677.7,28423.42,33254.28,3915666.19
2025-08-05,70062.25,1222256.2,-1152193.94,2763472.25
2025-08-06,83165.54,21772.88,61392.67,2824864.92
2025-08-07,66454.93,27942.34,38512.59,2863377.51
2025-08-08,97482.21,24581.35,72900.85,2936278.36
2025-08-09,90406.39,23661.85,66744.54,3003022.9
2025-08-10,86501.56,27079.81,59421.75,3062444.64
2025-08-11,71642.69,23788.77,47853.92,3110298.56
2025-08-12,58151.33,28652.02,29499.31,3139797.87
2025-08-13,65572.53,26355.85,39216.68,3179014.55
2025-08-14,61178.74,24024.18,37154.56,3216169.11
2025-08-15,99789.8,29314.62,70475.18,3286644.29
2025-08-16,98336.62,23788.57,74548.05,3361192.34
2025-08-17,105375.4,26484.19,78891.21,3440083.55
2025-08-18,60919.87,25598.59,35321.28,3475404.84
2025-08-19,62841.0,27603.48,35237.52,3510642.35
2025-08-20,57169.89,28123.02,29046.87,3539689.22
2025-08-21,61445.65,25064.01,36381.65,3576070.87
2025-08-22,98773.0,23493.16,75279.84,3651350.71
2025-08-23,102569.89,25919.94,76649.94,3728000.65
2025-08-24,85778.35,23644.57,62133.78,3790134.43
2025-08-25,71956.85,29026.77,42930.07,3833064.5
2025-08-26,75845.1,25273.07,50572.03,3883636.53
2025-08-27,68307.48,24269.36,44038.12,3927674.66
2025-08-28,80014.37,375369.36,-295354.99,3632319.66
2025-08-29,87262.11,22305.75,64956.36,3697276.02
2025-08-30,82553.45,23056.77,59496.68,3756772.7
2025-08-31,77212.8,27400.83,49811.97,3806584.67
2025-09-01,524802.22,15882.83,508919.39,4315504.06
2025-09-02,482718.28,12602.81,470115.47,4785619.53
2025-09-03,447220.77,15693.26,431527.51,5217147.04
2025-09-04,463998.43,18036.46,445961.97,5663109.0
2025-09-05,393725.55,1212955.24,-819229.69,4843879.31
2025-09-06,4222.88,15284.56,-11061.68,4832817.63
2025-09-07,3064.61,14007.03,-10942.42,4821875.21
2025-09-08,3054.7,15638.83,-12584.13,4809291.08
2025-09-09,3362.88,15028.72,-11665.84,4797625.24
2025-09-10,3240.5,14037.77,-10797.27,4786827.97
2025-09-11,3111.94,15731.81,-12619.87,4774208.11
2025-09-12,2604.76,17706.52,-15101.76,4759106.35
2025-09-13,3235.73,14713.64,-11477.91,4747628.44
2025-09-14,3941.01,16079.64,-12138.62,4735489.81
2025-09-15,3672.71,13060.09,-9387.38,4726102.43
2025-09-16,3796.59,13565.35,-9768.75,4716333.68
2025-09-17,2744.39,15708.61,-12964.22,4703369.46
2025-09-18,2505.2,17226.17,-14720.98,4688648.49
2025-09-19,2937.11,15533.42,-12596.31,4676052.17
2025-09-20,3027.86,14530.41,-11502.55,4664549.62
2025-09-21,3547.1,14998.94,-11451.84,4653097.78
2025-09-22,2153.77,13124.39,-10970.62,4642127.16
2025-09-23,3764.78,15906.77,-12142.0,4629985.16
2025-09-24,2921.0,16323.5,-13402.5,4616582.66
2025-09-25,2786.56,14321.86,-11535.31,4605047.35
2025-09-26,2493.95,14294.94,-11800.99,4593246.37
2025-09-27,2172.57,15398.82,-13226.25,4580020.12
2025-09-28,3411.59,364344.92,-360933.34,4219086.79
2025-09-29,3036.66,14900.8,-11864.14,4207222.64
2025-09-30,2355.02,18149.58,-15794.56,4191428.08
2025-10-01,385246.06,14629.46,370616.6,4562044.68
2025-10-02,433210.77,14462.49,418748.28,4980792.96
2025-10-03,533451.08,14028.69,519422.39,5500215.34
2025-10-04,437020.43,16116.29,420904.14,5921119.49
2025-10-05,374842.85,1214728.16,-839885.31,5081234.18
2025-10-06,2877.13,14025.94,-11148.81,5070085.37
2025-10-07,2863.64,16981.96,-14118.32,5055967.05
2025-10-08,1651.56,17129.4,-15477.85,5040489.2
2025-10-09,2972.85,14099.36,-11126.51,5029362.69
2025-10-10,2884.53,12200.19,-9315.66,5020047.03
2025-10-11,3348.1,16511.27,-13163.17,5006883.86
2025-10-12,3924.48,13973.06,-10048.58,4996835.29
2025-10-13,3563.28,16185.94,-12622.66,4984212.63
2025-10-14,2865.56,12044.84,-9179.29,4975033.34
2025-10-15,2446.74,16338.9,-13892.16,4961141.18
2025-10-16,4286.68,13183.24,-8896.56,4952244.62
2025-10-17,3029.61,16096.15,-13066.54,4939178.08
2025-10-18,3006.96,15021.41,-12014.44,4927163.64
2025-10-19,2987.94,13569.09,-10581.15,4916582.48
2025-10-20,3099.04,414389.45,-411290.4,4505292.08
2025-10-21,2927.82,16029.48,-13101.66,4492190.42
2025-10-22,2713.17,15158.84,-12445.67,4479744.75
2025-10-23,2726.57,15876.62,-13150.05,4466594.7
2025-10-24,2983.62,17964.66,-14981.04,4451613.66
2025-10-25,2728.29,12653.64,-9925.35,4441688.31
2025-10-26,2643.58,17425.82,-14782.24,4426906.07
2025-10-27,3053.22,15156.53,-12103.32,4414802.75
2025-10-28,2872.51,363651.82,-360779.31,4054023.44
2025-10-29,3752.0,13004.53,-9252.53,4044770.91
2025-10-30,1674.52,14716.32,-13041.8,4031729.1
2025-10-31,3545.75,16382.48,-12836.72,4018892.38
2025-11-01,512304.26,14808.68,497495.58,4516387.97
2025-11-02,346330.49,17266.73,329063.76,4845451.72
2025-11-03,432865.62,12823.24,420042.38,5265494.11
2025-11-04,431427.96,14981.87,416446.09,5681940.2
2025-11-05,379624.42,1213121.41,-833496.99,4848443.2
2025-11-06,2611.09,15545.45,-12934.36,4835508.84
2025-11-07,2444.71,16330.33,-13885.62,4821623.23
2025-11-08,3876.14,14368.86,-10492.72,4811130.5
2025-11-09,3467.84,11093.68,-7625.84,4803504.66
2025-11-10,3635.78,15298.42,-11662.64,4791842.02
2025-11-11,3360.84,15655.11,-12294.27,4779547.75
2025-11-12,2435.47,15606.44,-13170.97,4766376.78
2025-11-13,2737.74,16853.67,-14115.93,4752260.85
2025-11-14,3244.69,13393.42,-10148.73,4742112.11
2025-11-15,2388.94,16020.32,-13631.39,4728480.73
2025-11-16,3356.5,16788.76,-13432.26,4715048.46
2025-11-17,2879.84,12332.12,-9452.28,4705596.18
2025-11-18,2812.59,15479.48,-12666.89,4692929.29
2025-11-19,3355.48,14243.73,-10888.25,4682041.04
2025-11-20,3222.13,14877.72,-11655.58,4670385.46
2025-11-21,2819.52,15521.51,-12702.0,4657683.46
2025-11-22,3579.66,14269.16,-10689.49,4646993.97
2025-11-23,2459.47,13986.44,-11526.97,4635467.0
2025-11-24,3307.97,15051.23,-11743.26,4623723.74
2025-11-25,3296.55,13369.13,-10072.58,4613651.16
2025-11-26,2845.23,13371.26,-10526.04,4603125.12
2025-11-27,3163.07,16019.06,-12855.99,4590269.13
2025-11-28,2374.44,363276.81,-360902.37,4229366.76
2025-11-29,3462.01,15999.47,-12537.46,4216829.31
2025-11-30,2907.55,15693.89,-12786.34,4204042.97
2025-12-01,423863.85,12411.29,411452.56,4615495.53
2025-12-02,502450.46,13983.65,488466.81,5103962.34
2025-12-03,414782.82,16791.16,397991.65,5501953.99
2025-12-04,379576.94,13528.25,366048.68,5868002.67
2025-12-05,372168.54,1214303.39,-842134.85,5025867.82
2025-12-06,3303.0,15693.09,-12390.09,5013477.73
2025-12-07,2359.79,16175.09,-13815.3,4999662.43
2025-12-08,3877.4,14622.69,-10745.29,4988917.14
2025-12-09,1959.04,14103.73,-12144.7,4976772.44
2025-12-10,3848.23,17133.55,-13285.33,4963487.11
2025-12-11,3105.51,17608.35,-14502.84,4948984.27
2025-12-12,2951.64,16468.29,-13516.64,4935467.63
2025-12-13,2727.54,15127.98,-12400.44,4923067.19
2025-12-14,3199.57,13787.6,-10588.03,4912479.16
2025-12-15,2981.18,13754.33,-10773.15,4901706.01
2025-12-16,3551.65,15783.77,-12232.12,4889473.89
2025-12-17,3057.11,15627.6,-12570.48,4876903.4
2025-12-18,3075.15,17102.4,-14027.25,4862876.16
2025-12-19,2818.19,15975.68,-13157.48,4849718.68
2025-12-20,2971.53,12745.38,-9773.85,4839944.82
2025-12-21,3153.9,16577.92,-13424.02,4826520.8
2025-12-22,2144.92,13502.91,-11357.99,4815162.81
2025-12-23,2325.91,14424.04,-12098.14,4803064.67
2025-12-24,3371.63,15375.3,-12003.67,4791061.01
2025-12-25,3085.43,17993.5,-14908.07,4776152.94
2025-12-26,2908.01,19664.88,-16756.87,4759396.07
2025-12-27,3009.22,15910.08,-12900.87,4746495.2
2025-12-28,3173.79,364725.21,-361551.41,4384943.79
2025-12-29,2730.12,15801.76,-13071.64,4371872.15
2025-12-30,2610.85,16331.48,-13720.64,4358151.51
2025-12-31,3097.92,14519.0,-11421.08,4346730.44
2026-01-01,401081.36,17692.82,383388.54,4730118.98
2026-01-02,470412.64,15345.11,455067.53,5185186.51
2026-01-03,364870.82,15746.61,349124.21,5534310.72
2026-01-04,501457.78,15998.89,485458.9,6019769.61
2026-01-05,473629.87,1215632.38,-742002.51,5277767.11
2026-01-06,3128.01,16258.41,-13130.4,5264636.71
2026-01-07,3491.35,14074.12,-10582.77,5254053.94
2026-01-08,3832.74,14162.55,-10329.81,5243724.13
2026-01-09,3507.19,13349.77,-9842.58,5233881.54
2026-01-10,2079.56,15659.25,-13579.69,5220301.85
2026-01-11,2360.21,16168.4,-13808.19,5206493.66
2026-01-12,2687.59,15686.66,-12999.07,5193494.59
2026-01-13,3013.05,17511.74,-14498.69,5178995.9
2026-01-14,3258.83,14991.61,-11732.78,5167263.12
2026-01-15,2637.13,16003.11,-13365.98,5153897.14
2026-01-16,3093.38,13362.45,-10269.07,5143628.07
2026-01-17,2622.31,14419.35,-11797.04,5131831.03
2026-01-18,2694.24,16043.31,-13349.07,5118481.96
2026-01-19,2296.67,16273.65,-13976.98,5104504.98
2026-01-20,2538.38,414559.05,-412020.67,4692484.31
2026-01-21,2324.16,14892.6,-12568.44,4679915.87
2026-01-22,2512.06,12723.19,-10211.13,4669704.75
2026-01-23,3526.82,14464.46,-10937.64,4658767.11
2026-01-24,2525.3,16335.57,-13810.27,4644956.84
2026-01-25,4316.19,15862.81,-11546.62,4633410.22
2026-01-26,3246.66,15751.0,-12504.34,4620905.88
2026-01-27,3092.42,15074.66,-11982.24,4608923.64
2026-01-28,2570.82,365010.59,-362439.77,4246483.86
2026-01-29,3350.15,14009.52,-10659.36,4235824.5
2026-01-30,2712.18,16048.24,-13336.06,4222488.44
2026-01-31,3061.0,15631.46,-12570.45,4209917.98
2026-02-01,578004.23,15738.03,562266.2,4772184.18
2026-02-02,445197.01,14210.95,430986.06,5203170.24
2026-02-03,507463.67,11769.99,495693.68,5698863.92
2026-02-04,414841.18,16645.73,398195.45,6097059.37
2026-02-05,448250.58,1214281.74,-766031.17,5331028.2
2026-02-06,3885.4,13705.84,-9820.44,5321207.77
2026-02-07,2686.52,16040.22,-13353.7,5307854.06
2026-02-08,3906.22,14411.98,-10505.76,5297348.31
2026-02-09,3353.88,16589.9,-13236.03,5284112.28
2026-02-10,2718.77,15925.51,-13206.74,5270905.54
2026-02-11,3316.2,16025.35,-12709.15,5258196.39
2026-02-12,3486.28,12951.07,-9464.79,5248731.6
2026-02-13,3310.9,16817.92,-13507.01,5235224.59
2026-02-14,2214.89,15391.88,-13176.99,5222047.6
2026-02-15,2636.43,14446.08,-11809.65,5210237.95
2026-02-16,2876.24,15215.08,-12338.84,5197899.1
2026-02-17,2962.78,12335.65,-9372.86,5188526.24
2026-02-18,3310.34,15612.98,-12302.64,5176223.6
2026-02-19,3088.85,13455.94,-10367.09,5165856.5
2026-02-20,2332.33,12970.99,-10638.67,5155217.84
2026-02-21,3190.1,12716.46,-9526.36,5145691.47
2026-02-22,3305.29,16669.03,-13363.74,5132327.74
2026-02-23,3279.9,14056.1,-10776.21,5121551.53
2026-02-24,3540.39,17300.59,-13760.2,5107791.32
2026-02-25,3416.96,14196.3,-10779.34,5097011.99
2026-02-26,3229.59,12438.96,-9209.37,5087802.61
2026-02-27,2964.92,13325.21,-10360.3,5077442.32
2026-02-28,2169.52,366853.72,-364684.2,4712758.12
